StockCode,Prediksi_Demand_AI_7Hari,Kontribusi_%,Kumulatif_%,Kategori_ABC,Safety_Stock_Rekomendasi,Rekomendasi_Total_Stok_Gudang
22429,640,"0,01699%","94,22%",Kelas C (Slow-Moving),5,645
22690,640,"0,01697%","94,23%",Kelas C (Slow-Moving),5,645
23184,640,"0,01697%","94,25%",Kelas C (Slow-Moving),5,645
22689,640,"0,01697%","94,27%",Kelas C (Slow-Moving),5,645
21636,639,"0,01696%","94,28%",Kelas C (Slow-Moving),5,644
22529,638,"0,01694%","94,3%",Kelas C (Slow-Moving),5,643
22768,638,"0,01693%","94,32%",Kelas C (Slow-Moving),5,643
21774,636,"0,01687%","94,33%",Kelas C (Slow-Moving),5,641
23034,635,"0,01685%","94,35%",Kelas C (Slow-Moving),5,640
21452,632,"0,01676%","94,37%",Kelas C (Slow-Moving),5,637
85039B,631,"0,01673%","94,38%",Kelas C (Slow-Moving),5,636
22847,630,"0,01672%","94,4%",Kelas C (Slow-Moving),5,635
22499,627,"0,01663%","94,42%",Kelas C (Slow-Moving),5,632
22902,626,"0,01662%","94,43%",Kelas C (Slow-Moving),5,631
85183B,626,"0,01662%","94,45%",Kelas C (Slow-Moving),5,631
22758,625,"0,01658%","94,47%",Kelas C (Slow-Moving),5,630
22627,624,"0,01655%","94,48%",Kelas C (Slow-Moving),5,629
23338,623,"0,01653%","94,5%",Kelas C (Slow-Moving),5,628
21531,620,"0,01645%","94,52%",Kelas C (Slow-Moving),5,625
23661,619,"0,01642%","94,53%",Kelas C (Slow-Moving),5,624
22179,618,"0,01641%","94,55%",Kelas C (Slow-Moving),5,623
22973,618,"0,01641%","94,57%",Kelas C (Slow-Moving),5,623
21070,617,"0,01637%","94,58%",Kelas C (Slow-Moving),5,622
47590A,616,"0,01636%","94,6%",Kelas C (Slow-Moving),5,621
23597,616,"0,01634%","94,62%",Kelas C (Slow-Moving),5,621
22674,614,"0,0163%","94,63%",Kelas C (Slow-Moving),5,619
23085,614,"0,01628%","94,65%",Kelas C (Slow-Moving),5,619
82616C,612,"0,01624%","94,66%",Kelas C (Slow-Moving),5,617
20868,611,"0,01622%","94,68%",Kelas C (Slow-Moving),5,616
23086,611,"0,0162%","94,7%",Kelas C (Slow-Moving),5,616
21217,609,"0,01615%","94,71%",Kelas C (Slow-Moving),5,614
23568,608,"0,01614%","94,73%",Kelas C (Slow-Moving),5,613
22547,608,"0,01614%","94,75%",Kelas C (Slow-Moving),5,613
23314,608,"0,01614%","94,76%",Kelas C (Slow-Moving),5,613
23357,608,"0,01614%","94,78%",Kelas C (Slow-Moving),5,613
23074,608,"0,01614%","94,79%",Kelas C (Slow-Moving),5,613
21991,603,"0,016%","94,81%",Kelas C (Slow-Moving),5,608
20839,601,"0,01596%","94,83%",Kelas C (Slow-Moving),5,606
17084N,601,"0,01596%","94,84%",Kelas C (Slow-Moving),5,606
23470,601,"0,01595%","94,86%",Kelas C (Slow-Moving),5,606
84032A,599,"0,0159%","94,87%",Kelas C (Slow-Moving),5,604
22494,598,"0,01587%","94,89%",Kelas C (Slow-Moving),5,603
22023,595,"0,01578%","94,9%",Kelas C (Slow-Moving),5,600
22360,595,"0,01577%","94,92%",Kelas C (Slow-Moving),5,600
85039A,592,"0,01569%","94,94%",Kelas C (Slow-Moving),5,597
22132,591,"0,01569%","94,95%",Kelas C (Slow-Moving),5,596
22101,591,"0,01567%","94,97%",Kelas C (Slow-Moving),5,596
21561,590,"0,01564%","94,98%",Kelas C (Slow-Moving),5,595
22757,588,"0,0156%","95,0%",Kelas C (Slow-Moving),5,593
22622,586,"0,01554%","95,01%",Kelas C (Slow-Moving),5,591
21191,585,"0,01552%","95,03%",Kelas C (Slow-Moving),5,590
84519B,583,"0,01547%","95,05%",Kelas C (Slow-Moving),5,588
48111,581,"0,01543%","95,06%",Kelas C (Slow-Moving),5,586
21125,581,"0,01542%","95,08%",Kelas C (Slow-Moving),5,586
23418,580,"0,01539%","95,09%",Kelas C (Slow-Moving),5,585
22844,579,"0,01537%","95,11%",Kelas C (Slow-Moving),5,584
85049C,579,"0,01535%","95,12%",Kelas C (Slow-Moving),5,584
21949,578,"0,01533%","95,14%",Kelas C (Slow-Moving),5,583
23282,576,"0,01528%","95,15%",Kelas C (Slow-Moving),5,581
22107,575,"0,01525%","95,17%",Kelas C (Slow-Moving),5,580
21824,574,"0,01524%","95,18%",Kelas C (Slow-Moving),5,579
22721,574,"0,01523%","95,2%",Kelas C (Slow-Moving),5,579
22192,573,"0,01521%","95,21%",Kelas C (Slow-Moving),5,578
23400,572,"0,01519%","95,23%",Kelas C (Slow-Moving),5,577
22800,571,"0,01514%","95,24%",Kelas C (Slow-Moving),5,576
85038,568,"0,01507%","95,26%",Kelas C (Slow-Moving),5,573
23118,567,"0,01505%","95,27%",Kelas C (Slow-Moving),5,572
23405,567,"0,01504%","95,29%",Kelas C (Slow-Moving),5,572
21380,566,"0,015%","95,3%",Kelas C (Slow-Moving),5,571
22743,564,"0,01496%","95,32%",Kelas C (Slow-Moving),5,569
22121,561,"0,01489%","95,33%",Kelas C (Slow-Moving),5,566
85094,559,"0,01484%","95,35%",Kelas C (Slow-Moving),5,564
23529,559,"0,01484%","95,36%",Kelas C (Slow-Moving),5,564
21439,558,"0,0148%","95,38%",Kelas C (Slow-Moving),5,563
16258A,557,"0,01477%","95,39%",Kelas C (Slow-Moving),5,562
21260,555,"0,01471%","95,41%",Kelas C (Slow-Moving),5,560
22588,554,"0,01471%","95,42%",Kelas C (Slow-Moving),5,559
22701,554,"0,01469%","95,44%",Kelas C (Slow-Moving),5,559
21648,552,"0,01465%","95,45%",Kelas C (Slow-Moving),5,557
20866,552,"0,01465%","95,47%",Kelas C (Slow-Moving),5,557
22169,552,"0,01465%","95,48%",Kelas C (Slow-Moving),5,557
21111,552,"0,01464%","95,5%",Kelas C (Slow-Moving),5,557
22071,550,"0,01459%","95,51%",Kelas C (Slow-Moving),5,555
21677,548,"0,01454%","95,53%",Kelas C (Slow-Moving),5,553
22976,545,"0,01446%","95,54%",Kelas C (Slow-Moving),5,550
84792,545,"0,01445%","95,55%",Kelas C (Slow-Moving),5,550
22055,542,"0,01438%","95,57%",Kelas C (Slow-Moving),5,547
22262,539,"0,01429%","95,58%",Kelas C (Slow-Moving),5,544
47310M,539,"0,01429%","95,6%",Kelas C (Slow-Moving),5,544
21264,537,"0,01426%","95,61%",Kelas C (Slow-Moving),5,542
DOT,537,"0,01423%","95,63%",Kelas C (Slow-Moving),5,542
22840,535,"0,0142%","95,64%",Kelas C (Slow-Moving),5,540
23093,535,"0,01419%","95,65%",Kelas C (Slow-Moving),5,540
48173C,533,"0,01414%","95,67%",Kelas C (Slow-Moving),5,538
85114C,531,"0,01409%","95,68%",Kelas C (Slow-Moving),5,536
23402,531,"0,01408%","95,7%",Kelas C (Slow-Moving),5,536
23486,530,"0,01406%","95,71%",Kelas C (Slow-Moving),5,535
21812,525,"0,01392%","95,72%",Kelas C (Slow-Moving),5,530
21788,524,"0,0139%","95,74%",Kelas C (Slow-Moving),5,529
84032B,522,"0,01385%","95,75%",Kelas C (Slow-Moving),5,527
85111,520,"0,0138%","95,77%",Kelas C (Slow-Moving),5,525
23133,519,"0,01377%","95,78%",Kelas C (Slow-Moving),5,524
23415,518,"0,01375%","95,79%",Kelas C (Slow-Moving),5,523
21373,518,"0,01375%","95,81%",Kelas C (Slow-Moving),5,523
21257,518,"0,01374%","95,82%",Kelas C (Slow-Moving),5,523
21340,517,"0,01372%","95,83%",Kelas C (Slow-Moving),5,522
21675,516,"0,01369%","95,85%",Kelas C (Slow-Moving),5,521
47480,516,"0,01368%","95,86%",Kelas C (Slow-Moving),5,521
22434,511,"0,01355%","95,88%",Kelas C (Slow-Moving),5,516
22919,511,"0,01355%","95,89%",Kelas C (Slow-Moving),5,516
22313,510,"0,01354%","95,9%",Kelas C (Slow-Moving),5,515
22446,510,"0,01354%","95,92%",Kelas C (Slow-Moving),5,515
22532,509,"0,0135%","95,93%",Kelas C (Slow-Moving),5,514
85177,509,"0,01349%","95,94%",Kelas C (Slow-Moving),5,514
85071D,508,"0,01347%","95,96%",Kelas C (Slow-Moving),5,513
23491,507,"0,01346%","95,97%",Kelas C (Slow-Moving),5,512
23455,507,"0,01344%","95,98%",Kelas C (Slow-Moving),5,512
17012F,506,"0,01343%","96,0%",Kelas C (Slow-Moving),5,511
23033,506,"0,01342%","96,01%",Kelas C (Slow-Moving),5,511
20751,505,"0,0134%","96,02%",Kelas C (Slow-Moving),5,510
23081,505,"0,01339%","96,04%",Kelas C (Slow-Moving),5,510
17012D,505,"0,01339%","96,05%",Kelas C (Slow-Moving),5,510
22921,504,"0,01337%","96,06%",Kelas C (Slow-Moving),5,509
22744,504,"0,01337%","96,08%",Kelas C (Slow-Moving),5,509
21563,504,"0,01337%","96,09%",Kelas C (Slow-Moving),5,509
84509A,504,"0,01336%","96,1%",Kelas C (Slow-Moving),5,509
22089,503,"0,01335%","96,12%",Kelas C (Slow-Moving),5,508
85174,502,"0,01331%","96,13%",Kelas C (Slow-Moving),5,507
82567,498,"0,0132%","96,14%",Kelas C (Slow-Moving),5,503
22845,497,"0,01319%","96,16%",Kelas C (Slow-Moving),5,502
22134,497,"0,01317%","96,17%",Kelas C (Slow-Moving),5,502
22930,496,"0,01316%","96,18%",Kelas C (Slow-Moving),5,501
22315,496,"0,01315%","96,2%",Kelas C (Slow-Moving),5,501
22116,494,"0,01311%","96,21%",Kelas C (Slow-Moving),5,499
22923,494,"0,01309%","96,22%",Kelas C (Slow-Moving),5,499
21147,493,"0,01307%","96,24%",Kelas C (Slow-Moving),5,498
84519A,492,"0,01304%","96,25%",Kelas C (Slow-Moving),5,497
22946,491,"0,01302%","96,26%",Kelas C (Slow-Moving),5,496
22636,491,"0,01302%","96,28%",Kelas C (Slow-Moving),5,496
23431,490,"0,01299%","96,29%",Kelas C (Slow-Moving),5,495
22717,488,"0,01296%","96,3%",Kelas C (Slow-Moving),5,493
21894,488,"0,01294%","96,31%",Kelas C (Slow-Moving),5,493
22838,488,"0,01294%","96,33%",Kelas C (Slow-Moving),5,493
22781,487,"0,01293%","96,34%",Kelas C (Slow-Moving),5,492
79160,483,"0,01282%","96,35%",Kelas C (Slow-Moving),5,488
22669,483,"0,0128%","96,37%",Kelas C (Slow-Moving),5,488
22639,480,"0,01274%","96,38%",Kelas C (Slow-Moving),5,485
22424,478,"0,01269%","96,39%",Kelas C (Slow-Moving),5,483
22438,478,"0,01268%","96,4%",Kelas C (Slow-Moving),5,483
21905,473,"0,01255%","96,42%",Kelas C (Slow-Moving),5,478
22365,472,"0,01251%","96,43%",Kelas C (Slow-Moving),5,477
22361,471,"0,0125%","96,44%",Kelas C (Slow-Moving),5,476
21209,468,"0,01242%","96,45%",Kelas C (Slow-Moving),5,473
72800E,467,"0,01239%","96,47%",Kelas C (Slow-Moving),5,472
23244,466,"0,01236%","96,48%",Kelas C (Slow-Moving),5,471
22358,465,"0,01233%","96,49%",Kelas C (Slow-Moving),5,470
21773,465,"0,01233%","96,5%",Kelas C (Slow-Moving),5,470
21866,464,"0,0123%","96,52%",Kelas C (Slow-Moving),5,469
21064,463,"0,01228%","96,53%",Kelas C (Slow-Moving),5,468
22676,463,"0,01228%","96,54%",Kelas C (Slow-Moving),5,468
48116,462,"0,01225%","96,55%",Kelas C (Slow-Moving),5,467
21821,461,"0,01222%","96,56%",Kelas C (Slow-Moving),5,466
22723,461,"0,01222%","96,58%",Kelas C (Slow-Moving),5,466
23032,460,"0,01221%","96,59%",Kelas C (Slow-Moving),5,465
23061,458,"0,01215%","96,6%",Kelas C (Slow-Moving),5,463
22123,458,"0,01214%","96,61%",Kelas C (Slow-Moving),5,463
22635,458,"0,01214%","96,63%",Kelas C (Slow-Moving),5,463
22605,456,"0,01209%","96,64%",Kelas C (Slow-Moving),5,461
21903,456,"0,01209%","96,65%",Kelas C (Slow-Moving),5,461
23391,455,"0,01206%","96,66%",Kelas C (Slow-Moving),5,460
21207,454,"0,01205%","96,67%",Kelas C (Slow-Moving),5,459
84828,454,"0,01203%","96,69%",Kelas C (Slow-Moving),5,459
21167,452,"0,012%","96,7%",Kelas C (Slow-Moving),5,457
21471,452,"0,01199%","96,71%",Kelas C (Slow-Moving),5,457
23407,452,"0,01198%","96,72%",Kelas C (Slow-Moving),5,457
22312,450,"0,01194%","96,73%",Kelas C (Slow-Moving),5,455
23068,449,"0,0119%","96,75%",Kelas C (Slow-Moving),5,454
22057,449,"0,0119%","96,76%",Kelas C (Slow-Moving),5,454
85179A,447,"0,01185%","96,77%",Kelas C (Slow-Moving),5,452
23041,440,"0,01168%","96,78%",Kelas C (Slow-Moving),5,445
84559A,440,"0,01168%","96,79%",Kelas C (Slow-Moving),5,445
22445,440,"0,01167%","96,8%",Kelas C (Slow-Moving),5,445
23425,437,"0,01159%","96,82%",Kelas C (Slow-Moving),5,442
85062,436,"0,01156%","96,83%",Kelas C (Slow-Moving),5,441
37413,433,"0,01149%","96,84%",Kelas C (Slow-Moving),5,438
47563A,433,"0,01149%","96,85%",Kelas C (Slow-Moving),5,438
23528,432,"0,01145%","96,86%",Kelas C (Slow-Moving),5,437
22135,431,"0,01144%","96,87%",Kelas C (Slow-Moving),5,436
23496,430,"0,0114%","96,88%",Kelas C (Slow-Moving),5,435
23336,430,"0,0114%","96,9%",Kelas C (Slow-Moving),5,435
85232D,429,"0,01138%","96,91%",Kelas C (Slow-Moving),5,434
23115,428,"0,01136%","96,92%",Kelas C (Slow-Moving),5,433
23040,428,"0,01136%","96,93%",Kelas C (Slow-Moving),5,433
23547,428,"0,01136%","96,94%",Kelas C (Slow-Moving),5,433
22678,428,"0,01135%","96,95%",Kelas C (Slow-Moving),5,433
48129,426,"0,0113%","96,96%",Kelas C (Slow-Moving),5,431
22477,426,"0,0113%","96,98%",Kelas C (Slow-Moving),5,431
23408,426,"0,01129%","96,99%",Kelas C (Slow-Moving),5,431
21358,425,"0,01128%","97,0%",Kelas C (Slow-Moving),5,430
22664,425,"0,01126%","97,01%",Kelas C (Slow-Moving),5,430
85107,423,"0,01123%","97,02%",Kelas C (Slow-Moving),5,428
21383,421,"0,01117%","97,03%",Kelas C (Slow-Moving),5,426
22688,420,"0,01114%","97,04%",Kelas C (Slow-Moving),5,425
22582,420,"0,01113%","97,05%",Kelas C (Slow-Moving),5,425
23146,418,"0,01108%","97,06%",Kelas C (Slow-Moving),5,423
21756,418,"0,01107%","97,08%",Kelas C (Slow-Moving),5,423
22680,416,"0,01105%","97,09%",Kelas C (Slow-Moving),5,421
16016,416,"0,01103%","97,1%",Kelas C (Slow-Moving),5,421
21873,416,"0,01102%","97,11%",Kelas C (Slow-Moving),5,421
23112,415,"0,011%","97,12%",Kelas C (Slow-Moving),5,420
22481,414,"0,01099%","97,13%",Kelas C (Slow-Moving),5,419
21403,413,"0,01095%","97,14%",Kelas C (Slow-Moving),5,418
22893,411,"0,01089%","97,15%",Kelas C (Slow-Moving),5,416
79190A,410,"0,01088%","97,16%",Kelas C (Slow-Moving),5,415
85040A,410,"0,01088%","97,17%",Kelas C (Slow-Moving),5,415
21992,410,"0,01087%","97,19%",Kelas C (Slow-Moving),5,415
72598,408,"0,01082%","97,2%",Kelas C (Slow-Moving),5,413
21306,404,"0,01072%","97,21%",Kelas C (Slow-Moving),5,409
22634,404,"0,01072%","97,22%",Kelas C (Slow-Moving),5,409
21881,404,"0,01071%","97,23%",Kelas C (Slow-Moving),5,409
20846,403,"0,0107%","97,24%",Kelas C (Slow-Moving),5,408
21201,403,"0,01069%","97,25%",Kelas C (Slow-Moving),5,408
21208,403,"0,01069%","97,26%",Kelas C (Slow-Moving),5,408
22310,403,"0,01068%","97,27%",Kelas C (Slow-Moving),5,408
23087,403,"0,01068%","97,28%",Kelas C (Slow-Moving),5,408
21820,401,"0,01063%","97,29%",Kelas C (Slow-Moving),5,406
22343,399,"0,01058%","97,3%",Kelas C (Slow-Moving),5,404
22949,399,"0,01057%","97,31%",Kelas C (Slow-Moving),5,404
23456,398,"0,01056%","97,32%",Kelas C (Slow-Moving),5,403
23416,397,"0,01053%","97,33%",Kelas C (Slow-Moving),5,402
21945,397,"0,01052%","97,35%",Kelas C (Slow-Moving),5,402
21463,396,"0,01049%","97,36%",Kelas C (Slow-Moving),5,401
21864,395,"0,01049%","97,37%",Kelas C (Slow-Moving),5,400
22846,395,"0,01048%","97,38%",Kelas C (Slow-Moving),5,400
35598B,395,"0,01048%","97,39%",Kelas C (Slow-Moving),5,400
21715,395,"0,01047%","97,4%",Kelas C (Slow-Moving),5,400
22487,395,"0,01046%","97,41%",Kelas C (Slow-Moving),5,400
22374,394,"0,01045%","97,42%",Kelas C (Slow-Moving),5,399
21739,393,"0,01041%","97,43%",Kelas C (Slow-Moving),5,398
21262,392,"0,0104%","97,44%",Kelas C (Slow-Moving),5,397
23088,392,"0,0104%","97,45%",Kelas C (Slow-Moving),5,397
21116,390,"0,01033%","97,46%",Kelas C (Slow-Moving),5,395
21411,388,"0,0103%","97,47%",Kelas C (Slow-Moving),5,393
23341,387,"0,01027%","97,48%",Kelas C (Slow-Moving),5,392
21258,387,"0,01027%","97,49%",Kelas C (Slow-Moving),5,392
23454,387,"0,01026%","97,5%",Kelas C (Slow-Moving),5,392
22756,386,"0,01025%","97,51%",Kelas C (Slow-Moving),5,391
23485,386,"0,01024%","97,52%",Kelas C (Slow-Moving),5,391
21789,386,"0,01023%","97,53%",Kelas C (Slow-Moving),5,391
20832,386,"0,01023%","97,54%",Kelas C (Slow-Moving),5,391
22332,385,"0,01021%","97,55%",Kelas C (Slow-Moving),5,390
22222,385,"0,01021%","97,56%",Kelas C (Slow-Moving),5,390
22068,383,"0,01015%","97,57%",Kelas C (Slow-Moving),5,388
21745,381,"0,01009%","97,58%",Kelas C (Slow-Moving),5,386
22904,379,"0,01004%","97,59%",Kelas C (Slow-Moving),5,384
22357,375,"0,00994%","97,6%",Kelas C (Slow-Moving),5,380
22767,374,"0,00992%","97,61%",Kelas C (Slow-Moving),5,379
85025B,372,"0,00986%","97,62%",Kelas C (Slow-Moving),5,377
84580,370,"0,00982%","97,63%",Kelas C (Slow-Moving),5,375
23252,370,"0,00982%","97,64%",Kelas C (Slow-Moving),5,375
22426,368,"0,00976%","97,65%",Kelas C (Slow-Moving),5,373
20931,366,"0,0097%","97,66%",Kelas C (Slow-Moving),5,371
22675,364,"0,00965%","97,67%",Kelas C (Slow-Moving),5,369
23113,362,"0,0096%","97,68%",Kelas C (Slow-Moving),5,367
23110,362,"0,00959%","97,69%",Kelas C (Slow-Moving),5,367
22314,359,"0,00953%","97,7%",Kelas C (Slow-Moving),5,364
21530,359,"0,00952%","97,71%",Kelas C (Slow-Moving),5,364
22703,359,"0,00952%","97,72%",Kelas C (Slow-Moving),5,364
37446,359,"0,00952%","97,73%",Kelas C (Slow-Moving),5,364
23342,359,"0,00951%","97,74%",Kelas C (Slow-Moving),5,364
23422,358,"0,0095%","97,75%",Kelas C (Slow-Moving),5,363
21189,356,"0,00943%","97,76%",Kelas C (Slow-Moving),5,361
23521,356,"0,00943%","97,77%",Kelas C (Slow-Moving),5,361
22981,355,"0,00941%","97,78%",Kelas C (Slow-Moving),5,360
22228,352,"0,00934%","97,79%",Kelas C (Slow-Moving),5,357
21944,352,"0,00933%","97,79%",Kelas C (Slow-Moving),5,357
23272,351,"0,0093%","97,8%",Kelas C (Slow-Moving),5,356
22224,351,"0,0093%","97,81%",Kelas C (Slow-Moving),5,356
22473,347,"0,00921%","97,82%",Kelas C (Slow-Moving),5,352
22977,347,"0,0092%","97,83%",Kelas C (Slow-Moving),5,352
23484,347,"0,00919%","97,84%",Kelas C (Slow-Moving),5,352
21115,346,"0,00918%","97,85%",Kelas C (Slow-Moving),5,351
23092,345,"0,00916%","97,86%",Kelas C (Slow-Moving),5,350
22468,339,"0,009%","97,87%",Kelas C (Slow-Moving),5,344
22686,337,"0,00893%","97,88%",Kelas C (Slow-Moving),5,342
23492,336,"0,00891%","97,89%",Kelas C (Slow-Moving),5,341
23128,333,"0,00884%","97,89%",Kelas C (Slow-Moving),5,338
22406,328,"0,00871%","97,9%",Kelas C (Slow-Moving),5,333
20777,327,"0,00868%","97,91%",Kelas C (Slow-Moving),5,332
90057,327,"0,00867%","97,92%",Kelas C (Slow-Moving),5,332
21948,326,"0,00864%","97,93%",Kelas C (Slow-Moving),5,331
21114,323,"0,00856%","97,94%",Kelas C (Slow-Moving),5,328
22796,323,"0,00855%","97,95%",Kelas C (Slow-Moving),5,328
22366,322,"0,00853%","97,96%",Kelas C (Slow-Moving),5,327
85184C,321,"0,0085%","97,96%",Kelas C (Slow-Moving),5,326
22928,320,"0,00849%","97,97%",Kelas C (Slow-Moving),5,325
23553,320,"0,00849%","97,98%",Kelas C (Slow-Moving),5,325
22309,319,"0,00847%","97,99%",Kelas C (Slow-Moving),5,324
72799E,319,"0,00847%","98,0%",Kelas C (Slow-Moving),5,324
21883,319,"0,00846%","98,01%",Kelas C (Slow-Moving),5,324
23007,318,"0,00844%","98,01%",Kelas C (Slow-Moving),5,323
22069,316,"0,00839%","98,02%",Kelas C (Slow-Moving),5,321
21828,315,"0,00835%","98,03%",Kelas C (Slow-Moving),5,320
22742,314,"0,00833%","98,04%",Kelas C (Slow-Moving),5,319
79191C,314,"0,00832%","98,05%",Kelas C (Slow-Moving),5,319
23423,313,"0,00829%","98,06%",Kelas C (Slow-Moving),5,318
79190B,313,"0,00829%","98,06%",Kelas C (Slow-Moving),5,318
22072,313,"0,00828%","98,07%",Kelas C (Slow-Moving),5,318
23579,312,"0,00827%","98,08%",Kelas C (Slow-Moving),5,317
15056P,312,"0,00826%","98,09%",Kelas C (Slow-Moving),5,317
23039,311,"0,00823%","98,1%",Kelas C (Slow-Moving),5,316
20755,310,"0,00822%","98,11%",Kelas C (Slow-Moving),5,315
21249,308,"0,00815%","98,11%",Kelas C (Slow-Moving),5,313
23316,307,"0,00815%","98,12%",Kelas C (Slow-Moving),5,312
21109,307,"0,00814%","98,13%",Kelas C (Slow-Moving),5,312
22280,305,"0,00808%","98,14%",Kelas C (Slow-Moving),5,310
23249,305,"0,00808%","98,15%",Kelas C (Slow-Moving),5,310
85131D,304,"0,00806%","98,15%",Kelas C (Slow-Moving),5,309
21577,302,"0,008%","98,16%",Kelas C (Slow-Moving),5,307
72122,300,"0,00795%","98,17%",Kelas C (Slow-Moving),5,305
85179C,299,"0,00793%","98,18%",Kelas C (Slow-Moving),5,304
23075,299,"0,00792%","98,19%",Kelas C (Slow-Moving),5,304
22583,299,"0,00791%","98,19%",Kelas C (Slow-Moving),5,304
22679,298,"0,0079%","98,2%",Kelas C (Slow-Moving),5,303
22471,297,"0,00787%","98,21%",Kelas C (Slow-Moving),5,302
22217,295,"0,00781%","98,22%",Kelas C (Slow-Moving),5,300
22199,294,"0,0078%","98,23%",Kelas C (Slow-Moving),5,299
21220,294,"0,00779%","98,23%",Kelas C (Slow-Moving),5,299
21365,291,"0,00771%","98,24%",Kelas C (Slow-Moving),5,296
48188,290,"0,00769%","98,25%",Kelas C (Slow-Moving),5,295
21730,290,"0,00768%","98,26%",Kelas C (Slow-Moving),5,295
47567B,289,"0,00765%","98,26%",Kelas C (Slow-Moving),5,294
21942,288,"0,00764%","98,27%",Kelas C (Slow-Moving),5,293
23518,287,"0,00761%","98,28%",Kelas C (Slow-Moving),5,292
21288,287,"0,0076%","98,29%",Kelas C (Slow-Moving),5,292
84199,286,"0,00759%","98,29%",Kelas C (Slow-Moving),5,291
22350,285,"0,00757%","98,3%",Kelas C (Slow-Moving),5,290
37449,285,"0,00756%","98,31%",Kelas C (Slow-Moving),5,290
22985,285,"0,00756%","98,32%",Kelas C (Slow-Moving),5,290
21219,285,"0,00756%","98,32%",Kelas C (Slow-Moving),5,290
23299,283,"0,0075%","98,33%",Kelas C (Slow-Moving),5,288
22200,283,"0,00749%","98,34%",Kelas C (Slow-Moving),5,288
21557,282,"0,00747%","98,35%",Kelas C (Slow-Moving),5,287
21382,281,"0,00745%","98,35%",Kelas C (Slow-Moving),5,286
22372,276,"0,00731%","98,36%",Kelas C (Slow-Moving),5,281
23460,274,"0,00727%","98,37%",Kelas C (Slow-Moving),5,279
37500,273,"0,00725%","98,38%",Kelas C (Slow-Moving),5,278
85204,273,"0,00723%","98,38%",Kelas C (Slow-Moving),5,278
23411,272,"0,00722%","98,39%",Kelas C (Slow-Moving),5,277
22081,270,"0,00714%","98,4%",Kelas C (Slow-Moving),5,275
22120,268,"0,00711%","98,41%",Kelas C (Slow-Moving),5,273
85131B,268,"0,00709%","98,41%",Kelas C (Slow-Moving),5,273
21026,266,"0,00704%","98,42%",Kelas C (Slow-Moving),5,271
22031,265,"0,00703%","98,43%",Kelas C (Slow-Moving),5,270
22233,265,"0,00703%","98,43%",Kelas C (Slow-Moving),5,270
23337,264,"0,007%","98,44%",Kelas C (Slow-Moving),5,269
21638,264,"0,00699%","98,45%",Kelas C (Slow-Moving),5,269
22931,264,"0,00699%","98,45%",Kelas C (Slow-Moving),5,269
21808,263,"0,00698%","98,46%",Kelas C (Slow-Moving),5,268
22990,263,"0,00697%","98,47%",Kelas C (Slow-Moving),5,268
22911,262,"0,00695%","98,48%",Kelas C (Slow-Moving),5,267
85173,261,"0,00692%","98,48%",Kelas C (Slow-Moving),5,266
22104,261,"0,00691%","98,49%",Kelas C (Slow-Moving),5,266
22261,260,"0,0069%","98,5%",Kelas C (Slow-Moving),5,265
21222,258,"0,00683%","98,5%",Kelas C (Slow-Moving),5,263
23459,257,"0,00682%","98,51%",Kelas C (Slow-Moving),5,262
23009,256,"0,00679%","98,52%",Kelas C (Slow-Moving),5,261
85230B,255,"0,00676%","98,52%",Kelas C (Slow-Moving),5,260
22474,255,"0,00676%","98,53%",Kelas C (Slow-Moving),5,260
21955,255,"0,00676%","98,54%",Kelas C (Slow-Moving),5,260
84969,254,"0,00673%","98,54%",Kelas C (Slow-Moving),5,259
21112,253,"0,00671%","98,55%",Kelas C (Slow-Moving),5,258
22891,253,"0,0067%","98,56%",Kelas C (Slow-Moving),5,258
22652,253,"0,0067%","98,56%",Kelas C (Slow-Moving),5,258
23339,252,"0,00667%","98,57%",Kelas C (Slow-Moving),5,257
35971,252,"0,00667%","98,58%",Kelas C (Slow-Moving),5,257
22389,252,"0,00667%","98,58%",Kelas C (Slow-Moving),5,257
22308,251,"0,00666%","98,59%",Kelas C (Slow-Moving),5,256
22839,251,"0,00665%","98,6%",Kelas C (Slow-Moving),5,256
22349,250,"0,00663%","98,6%",Kelas C (Slow-Moving),5,255
22425,250,"0,00662%","98,61%",Kelas C (Slow-Moving),5,255
22475,250,"0,00661%","98,62%",Kelas C (Slow-Moving),5,255
22495,250,"0,00661%","98,62%",Kelas C (Slow-Moving),5,255
84031A,249,"0,0066%","98,63%",Kelas C (Slow-Moving),5,254
84951B,249,"0,00659%","98,64%",Kelas C (Slow-Moving),5,254
21107,249,"0,00659%","98,64%",Kelas C (Slow-Moving),5,254
22841,247,"0,00654%","98,65%",Kelas C (Slow-Moving),5,252
23111,247,"0,00653%","98,66%",Kelas C (Slow-Moving),5,252
21245,245,"0,00648%","98,66%",Kelas C (Slow-Moving),5,250
21867,243,"0,00643%","98,67%",Kelas C (Slow-Moving),5,248
22649,242,"0,00642%","98,68%",Kelas C (Slow-Moving),5,247
23079,242,"0,0064%","98,68%",Kelas C (Slow-Moving),5,247
46776F,242,"0,0064%","98,69%",Kelas C (Slow-Moving),5,247
21775,241,"0,00638%","98,69%",Kelas C (Slow-Moving),5,246
22375,238,"0,00632%","98,7%",Kelas C (Slow-Moving),5,243
21555,238,"0,00631%","98,71%",Kelas C (Slow-Moving),5,243
